Order_ID,Customer_Name,Age,Gender,City,Category,Product_Name,Quantity,Unit_Price,Discount,Total_Price,Payment_Method,Order_Date,Customer_Rating,Delivery_Days
ORD8386,Monica Cole,21.0,Female,Chennai,Clothing,Tend,3,2829.63,0.28,6112.0,Cash,2023-01-11,4.0,3.0
ORD8791,Shane Madden,34.0,Other,Pune,Sports,Stop,6,791.77,0.22,3705.48,Credit Card,2023-01-30,3.0,8.0
ORD5791,Carol Reed,38.0,Female,Pune,Clothing,Window,1,3506.92,0.16,2945.81,Net Banking,2023-07-26,1.0,5.0
ORD8439,Terry Valencia,24.0,Female,Pune,Sports,Gas,3,4771.41,0.01,14171.09,Debit Card,2023-06-20,2.0,13.0
ORD2655,Lisa Phillips,57.0,Male,Mumbai,Books,Before,7,3512.57,0.12,21637.43,UPI,2025-05-15,2.0,9.0
ORD1994,Steven Bell,30.0,Other,Chennai,Sports,Direction,8,2919.95,0.17,19388.47,Credit Card,2024-06-13,1.0,1.0
ORD3619,Lee Jackson,64.0,Female,Vadodara,Sports,Read,9,2153.25,0.19,15697.19,UPI,2024-05-09,2.0,3.0
ORD1730,Daniel Avery,36.0,Other,Pune,Sports,Next,1,3954.94,0.2,3163.95,Debit Card,2024-08-21,4.0,5.0
ORD2554,Mr. Ronald Simmons,41.0,Male,Ahmedabad,Clothing,Audience,8,3800.42,0.09,27667.06,Net Banking,2024-01-03,2.0,2.0
ORD5684,Kristen King,18.0,Male,Delhi,Beauty,Often,7,4226.98,0.34,19528.65,UPI,2023-02-08,3.0,9.0
ORD10613,Aaron Smith,51.0,Male,Ahmedabad,Electronics,Dinner,4,762.7,0.29,2166.07,Credit Card,2024-01-06,4.0,6.0
ORD10105,Jorge Wagner,,Female,Chennai,Home,White,1,2045.65,0.13,1779.72,Credit Card,2023-01-30,4.0,13.0
ORD10494,Eric Torres,29.0,Male,Vadodara,Sports,Stage,1,4733.42,0.13,4118.08,Net Banking,2023-12-06,2.0,10.0
ORD8516,Jacob Harris,58.0,Other,Pune,Clothing,Reflect,1,1346.61,0.23,1036.89,Credit Card,2025-02-10,3.0,11.0
ORD8146,Andrea Robbins,48.0,Male,Mumbai,Electronics,Us,8,4685.94,0.0,37487.52,Debit Card,2023-07-26,2.0,13.0
ORD2766,Timothy Stevens,56.0,Other,Vadodara,Books,Director,8,2679.97,0.1,19295.78,UPI,2024-06-23,4.0,4.0
ORD8131,Jennifer Dunlap,44.0,Other,Mumbai,Electronics,Seem,9,1699.6,0.09,13919.72,Net Banking,2023-08-27,1.0,10.0
ORD5387,Frank Richards,38.0,Female,Chennai,Clothing,Hospital,2,1185.49,0.21,1873.07,Cash,2024-09-16,4.0,7.0
ORD9631,Heather Ford,58.0,Female,Bangalore,Beauty,Group,4,2132.18,0.19,6908.26,Debit Card,2023-07-30,3.0,2.0
ORD2825,Kyle Lewis,40.0,Male,Pune,Clothing,Everything,7,2052.05,0.13,12496.98,UPI,2023-09-09,3.0,1.0
ORD1465,Samuel Smith,20.0,Other,Chennai,Clothing,White,9,1611.49,0.23,11167.63,Cash,2024-09-15,,4.0
ORD5265,Steve Paul,21.0,Female,Chennai,Clothing,Close,5,4922.52,0.13,21412.96,UPI,2023-07-05,4.0,9.0
ORD7916,Joshua Bryant,52.0,Female,Bangalore,Electronics,Public,7,1962.24,0.25,10301.76,Credit Card,2023-11-14,4.0,5.0
ORD9168,Valerie King,45.0,Male,Delhi,Clothing,History,9,2010.31,0.05,17188.15,Net Banking,2024-03-15,3.0,12.0
ORD4017,Meagan Figueroa,40.0,Female,Chennai,Home,Market,6,930.69,0.34,3685.53,Credit Card,2025-04-03,1.0,2.0
ORD1157,Alicia Martin,62.0,Other,Bangalore,Clothing,Public,2,395.73,0.1,712.31,Debit Card,2024-06-20,,4.0
ORD10318,Charlene Dean,36.0,Male,Delhi,Beauty,Ago,5,3666.26,0.04,17598.05,Cash,2024-07-14,3.0,2.0
ORD3392,Jennifer Peterson,42.0,Male,Chennai,Sports,Fall,9,4176.17,0.12,33075.27,Debit Card,2024-04-25,,7.0
ORD5914,Karen Massey,21.0,Other,Vadodara,Sports,Thought,3,1068.53,0.23,2468.3,Net Banking,2024-08-10,,9.0
ORD1185,Rachel Miles,26.0,Other,Pune,Home,Five,7,3226.13,0.21,17840.5,Net Banking,2023-08-08,4.0,10.0
ORD2002,Glenn Kennedy,63.0,Female,Pune,Books,Expect,9,2760.34,0.1,22358.75,Net Banking,2023-02-13,5.0,14.0
ORD4055,Katherine Bolton,,Male,Chennai,Sports,Brother,2,1929.07,0.34,2546.37,Debit Card,2025-01-30,4.0,11.0
ORD10211,George Thomas,51.0,Male,Pune,Books,Ok,4,139.06,0.34,367.12,Cash,2024-10-22,2.0,9.0
ORD1400,Rebecca Wallace,49.0,Female,Bangalore,Books,President,2,1975.71,0.33,2647.45,Net Banking,2024-10-19,4.0,3.0
ORD10586,Jessica Donovan,60.0,Male,Mumbai,Books,Begin,7,2015.1,0.01,13964.64,Debit Card,2023-11-24,1.0,10.0
ORD6426,Stephanie Fox,55.0,Male,Chennai,Beauty,Could,5,2202.47,0.06,10351.61,Cash,2025-02-04,4.0,4.0
ORD6471,Shelia Calhoun,42.0,Other,Mumbai,Sports,Indicate,8,3632.14,0.37,18305.99,UPI,2024-08-14,5.0,3.0
ORD4287,Mark Francis,32.0,Other,Pune,Books,Anyone,8,1638.78,0.32,8914.96,Debit Card,2023-11-17,2.0,11.0
ORD8510,Luis Santana,42.0,Male,Bangalore,Beauty,Likely,7,3964.76,0.19,22480.19,Debit Card,2024-09-20,2.0,10.0
ORD10607,Amanda Jarvis,55.0,Other,Ahmedabad,Home,Hotel,8,4645.93,0.25,27875.58,Debit Card,2025-05-04,2.0,12.0
ORD5271,Lindsay Gutierrez,35.0,Male,Mumbai,Clothing,Guess,3,2986.66,0.34,5913.59,Net Banking,2024-10-18,3.0,1.0
ORD6412,Trevor Marsh,62.0,Female,Delhi,Clothing,Truth,1,2459.84,0.07,2287.65,UPI,2023-02-09,5.0,3.0
ORD7577,Anita Briggs,33.0,Male,Mumbai,Electronics,Girl,3,3193.24,0.39,5843.63,Credit Card,2023-05-03,2.0,14.0
ORD7437,Johnathan Smith,36.0,Male,Vadodara,Home,Decade,1,1113.13,0.28,801.45,Debit Card,2023-01-25,3.0,2.0
ORD2250,Justin White,36.0,Other,Mumbai,Home,Treat,6,1135.19,0.15,5789.47,Debit Card,2024-01-01,4.0,4.0
ORD3114,Tyler Bailey,34.0,Female,Mumbai,Electronics,Fish,2,1403.31,0.09,2554.02,Credit Card,2023-12-28,4.0,1.0
ORD3870,Alexandra Grant,29.0,Other,Pune,Clothing,Baby,6,2707.71,0.03,15758.87,Cash,2024-10-04,3.0,2.0
ORD1059,Kathryn Petersen,34.0,Male,Mumbai,Beauty,Economic,5,4874.53,0.39,14867.32,UPI,2024-05-16,4.0,12.0
ORD6193,Robert Meyer,27.0,Female,Pune,Electronics,Final,2,4339.71,0.1,7811.48,Net Banking,2024-07-14,5.0,11.0
ORD2113,Autumn Graham,24.0,Female,Chennai,Home,Investment,7,4571.18,0.11,28478.45,Cash,2024-10-11,,7.0
ORD4206,Sarah Washington,60.0,Other,Delhi,Electronics,Receive,8,622.92,0.0,4983.36,UPI,2024-08-08,4.0,14.0
ORD9452,Theresa Charles,48.0,Other,Bangalore,Home,Forward,8,1275.82,0.16,8573.51,Net Banking,2025-06-06,1.0,14.0
ORD10238,Amanda Yang,27.0,Female,Delhi,Home,Training,7,4109.83,0.32,19562.79,UPI,2025-03-17,2.0,8.0
ORD2328,Juan Phillips,64.0,Other,Delhi,Electronics,Expert,4,3145.98,0.05,11954.72,Cash,2023-07-17,4.0,8.0
ORD3168,Brian Stewart,29.0,Other,Mumbai,Home,Talk,2,4172.16,0.04,8010.55,Cash,2024-10-27,2.0,
ORD7837,Albert Kim,54.0,Female,Delhi,Clothing,Mission,5,843.72,0.23,3248.32,Debit Card,2023-11-04,3.0,8.0
ORD9791,Ryan Daniels,37.0,Female,Bangalore,Sports,Respond,4,3918.76,0.36,10032.03,UPI,2024-06-20,2.0,7.0
ORD4666,Rebecca Evans,,Other,Pune,Clothing,Son,5,2618.13,0.04,12567.02,Debit Card,2023-05-01,4.0,6.0
ORD5241,Raven Riggs,54.0,Female,Vadodara,Clothing,Affect,7,1303.77,0.32,6205.95,Debit Card,2024-04-29,5.0,2.0
ORD8447,Yvette Ross,,Female,Chennai,Sports,Response,8,1707.02,0.36,8739.94,Debit Card,2024-02-13,1.0,8.0
ORD6805,David Smith,31.0,Male,Bangalore,Electronics,Face,3,376.11,0.33,755.98,Debit Card,2025-05-01,1.0,9.0
ORD8737,Daniel Holmes,47.0,Female,Pune,Beauty,Half,2,1631.2,0.2,2609.92,UPI,2023-04-20,3.0,
ORD5734,Margaret Russo,55.0,Female,Vadodara,Sports,Be,9,2402.59,0.31,14920.08,Credit Card,2025-01-05,5.0,7.0
ORD2550,Shannon Boyd,35.0,Female,Pune,Sports,Business,4,3566.56,0.39,8702.41,Net Banking,2024-02-09,3.0,12.0
ORD2009,Matthew Adams,23.0,Male,Delhi,Beauty,See,6,4642.24,0.27,20333.01,Net Banking,2024-09-26,3.0,8.0
ORD9550,John Buchanan,,Female,Delhi,Clothing,Idea,8,113.25,0.39,552.66,UPI,2024-05-10,1.0,4.0
ORD5382,Jason Anderson,,Male,Vadodara,Beauty,Summer,8,1659.43,0.02,13009.93,UPI,2024-08-20,3.0,1.0
ORD7129,Justin West,25.0,Other,Delhi,Sports,Look,9,2203.4,0.36,12691.58,Net Banking,2023-09-27,5.0,7.0
ORD2612,Kathy Leach,29.0,Other,Vadodara,Books,On,7,4674.27,0.21,25848.71,Credit Card,2023-12-09,,6.0
ORD9119,Laura Mcbride,47.0,Female,Pune,Books,Will,4,3587.22,0.26,10618.17,Credit Card,2024-06-01,1.0,9.0
ORD6143,Michelle Gould,26.0,Female,Mumbai,Sports,Reason,3,863.36,0.35,1683.55,Credit Card,2024-01-05,4.0,9.0
ORD4282,Heather Gates,55.0,Male,Mumbai,Electronics,Spend,9,2593.83,0.39,14240.13,Debit Card,2024-06-16,4.0,9.0
ORD4827,Jacob Reilly,37.0,Female,Ahmedabad,Home,Million,4,918.37,0.27,2681.64,Debit Card,2023-12-22,3.0,13.0
ORD9998,Shelia Mccarty,,Female,Ahmedabad,Clothing,Billion,2,164.26,0.19,266.1,UPI,2024-08-13,1.0,
ORD1648,Peter Hayes,24.0,Female,Chennai,Books,Present,3,437.75,0.19,1063.73,Net Banking,2024-10-18,1.0,7.0
ORD2195,Arthur Smith,23.0,Female,Ahmedabad,Beauty,Imagine,8,2535.42,0.01,20080.53,Cash,2024-12-18,1.0,14.0
ORD10144,Jason Rodriguez,62.0,Female,Bangalore,Books,Director,1,1004.8,0.33,673.22,Debit Card,2023-02-07,1.0,10.0
ORD1879,William Boyd,48.0,Female,Pune,Electronics,Defense,6,3479.23,0.12,18370.33,UPI,2025-04-28,3.0,5.0
ORD6030,Tracey Butler,48.0,Other,Chennai,Sports,Seek,3,3300.29,0.34,6534.57,Debit Card,2025-04-03,4.0,8.0
ORD3698,Billy West,57.0,Female,Ahmedabad,Home,Nothing,8,2193.95,0.36,11233.02,Credit Card,2023-10-07,4.0,6.0
ORD3602,Amy Maldonado,56.0,Female,Chennai,Sports,Last,5,3442.42,0.32,11704.23,Debit Card,2024-10-16,4.0,11.0
ORD3973,Bryce Sanchez,51.0,Female,Bangalore,Clothing,Major,5,521.53,0.08,2399.04,Credit Card,2024-10-12,1.0,
ORD5560,Andrea Moses,50.0,Male,Bangalore,Sports,Tell,8,2029.42,0.31,11202.4,Cash,2024-02-03,2.0,13.0
ORD7778,Christina Jimenez,21.0,Other,Delhi,Clothing,Student,5,2703.75,0.24,10274.25,Credit Card,2024-07-19,1.0,8.0
ORD1550,Tina Thornton,55.0,Other,Pune,Beauty,Party,3,1599.63,0.03,4654.92,Net Banking,2023-03-16,,5.0
ORD4464,Darrell White,27.0,Female,Ahmedabad,Beauty,Decide,6,827.09,0.12,4367.04,Cash,2023-08-17,2.0,2.0
ORD5824,Kyle King,48.0,Other,Ahmedabad,Sports,Action,1,4487.43,0.12,3948.94,Cash,2023-01-01,2.0,6.0
ORD1883,Sherry Armstrong,61.0,Other,Vadodara,Beauty,Memory,3,998.69,0.17,2486.74,UPI,2024-07-24,2.0,13.0
ORD5140,Robert Marshall,44.0,Other,Pune,Electronics,Clearly,3,4532.98,0.04,13054.98,UPI,2023-04-02,,2.0
ORD5604,Melissa Hunt,61.0,Female,Ahmedabad,Electronics,Where,3,1753.76,0.2,4209.02,Cash,2023-01-24,3.0,12.0
ORD5354,Christine Silva,61.0,Male,Delhi,Electronics,Would,6,3611.36,0.13,18851.3,Debit Card,2024-03-03,3.0,12.0
ORD1211,Rachel Warren,21.0,Female,Chennai,Electronics,Bar,4,1403.49,0.06,5277.12,Cash,2024-05-24,3.0,9.0
ORD7314,Ashley Sutton,39.0,Male,Ahmedabad,Beauty,Bed,4,4384.35,0.0,17537.4,Debit Card,2024-11-13,4.0,10.0
ORD8677,Robert Graham,47.0,Male,Chennai,Clothing,Of,1,4859.74,0.16,4082.18,UPI,2024-11-29,3.0,6.0
ORD10350,Terry Kelley,46.0,Male,Mumbai,Beauty,Which,8,4232.66,0.1,30475.15,Cash,2024-10-26,,5.0
ORD9029,Michael Hayden,48.0,Female,Delhi,Books,Glass,6,1658.72,0.36,6369.48,Net Banking,2024-01-16,2.0,10.0
ORD3075,Daniel Martin,,Other,Chennai,Clothing,Wall,4,3586.38,0.15,12193.69,Net Banking,2025-01-11,2.0,8.0
ORD10932,Christopher Johnson,59.0,Other,Delhi,Books,Business,6,678.19,0.31,2807.71,Cash,2024-01-23,1.0,10.0
ORD2954,Walter Galloway,55.0,Other,Chennai,Books,Drive,6,903.71,0.14,4663.14,Cash,2024-08-09,1.0,4.0
ORD2438,Thomas Cortez,25.0,Female,Mumbai,Clothing,Lead,6,4978.48,0.03,28974.75,Net Banking,2023-04-30,4.0,4.0
ORD1467,Angelica Wright MD,50.0,Other,Mumbai,Sports,Past,3,4988.35,0.08,13767.85,Credit Card,2023-09-27,5.0,7.0
ORD6593,Holly Larson,30.0,Other,Ahmedabad,Beauty,Experience,3,3704.99,0.1,10003.47,Cash,2023-01-06,3.0,10.0
ORD6434,Denise Mcknight,52.0,Other,Vadodara,Sports,Science,9,4543.91,0.14,35169.86,Credit Card,2025-03-07,4.0,7.0
ORD10655,Bobby Miller,53.0,Other,Ahmedabad,Clothing,Show,9,4950.21,0.09,40542.22,Net Banking,2023-08-03,2.0,5.0
ORD9699,Kent Smith,39.0,Other,Pune,Beauty,We,3,1430.01,0.3,3003.02,Credit Card,2024-04-27,,10.0
ORD1696,Carrie Nguyen,39.0,Female,Pune,Beauty,Set,5,3171.18,0.01,15697.34,Credit Card,2024-07-09,2.0,13.0
ORD10675,Nicolas Simmons,62.0,Female,Bangalore,Books,Since,8,1758.64,0.27,10270.46,Net Banking,2023-12-26,3.0,14.0
ORD5246,Jillian Potts,61.0,Female,Mumbai,Books,Wind,5,4409.93,0.31,15214.26,Debit Card,2024-01-09,3.0,13.0
ORD10239,James Harris,62.0,Male,Chennai,Sports,Picture,9,2245.62,0.31,13945.3,Cash,2023-06-10,2.0,4.0
ORD9449,Russell Jones MD,63.0,Other,Mumbai,Sports,Right,3,1307.03,0.01,3881.88,Credit Card,2023-01-22,1.0,2.0
ORD8032,Terry Dunlap,44.0,Other,Delhi,Beauty,Allow,1,699.42,0.03,678.44,Net Banking,2024-12-18,1.0,4.0
ORD2314,Dawn Chang,36.0,Female,Delhi,Home,Much,2,1571.11,0.21,2482.35,Debit Card,2024-02-24,2.0,12.0
ORD10352,Kelly Wilson,,Other,Vadodara,Beauty,Once,1,4396.81,0.06,4133.0,Cash,2024-01-18,4.0,14.0
ORD3676,Mathew Butler,40.0,Female,Pune,Beauty,Not,4,681.96,0.31,1882.21,Net Banking,2024-06-02,5.0,5.0
ORD8374,Jaime Gibson,64.0,Male,Chennai,Sports,Firm,2,3846.91,0.24,5847.3,UPI,2024-03-18,4.0,10.0
ORD7772,Corey Crawford,55.0,Other,Ahmedabad,Home,Put,9,4497.58,0.24,30763.45,UPI,2024-09-06,2.0,11.0
ORD1914,Charles Mcbride,55.0,Male,Chennai,Sports,Near,7,1434.2,0.07,9336.64,Net Banking,2025-04-07,1.0,9.0
ORD1012,Anthony Haley,47.0,Other,Bangalore,Home,Hit,7,2429.31,0.23,13093.98,Debit Card,2025-06-18,3.0,11.0
ORD3127,Rebecca Poole,23.0,Male,Vadodara,Sports,Student,7,1549.28,0.1,9760.46,Debit Card,2023-05-29,3.0,11.0
ORD7831,Daniel Mosley,23.0,Other,Delhi,Electronics,Simple,9,1125.27,0.19,8203.22,Cash,2023-06-15,3.0,4.0
ORD2536,Jonathan Martin,25.0,Female,Delhi,Books,Hit,9,4164.5,0.28,26985.96,Net Banking,2024-08-11,4.0,5.0
ORD1736,Michael Gillespie,60.0,Female,Bangalore,Books,Rise,1,2353.91,0.11,2094.98,Debit Card,2025-04-28,3.0,3.0
ORD9597,Roger Smith,23.0,Female,Bangalore,Home,Provide,1,4380.04,0.22,3416.43,Debit Card,2024-08-18,5.0,4.0
ORD9744,Molly Robinson,54.0,Male,Bangalore,Books,Quality,9,2381.86,0.04,20579.27,Cash,2024-07-08,4.0,5.0
ORD1453,Joel Doyle,64.0,Other,Bangalore,Beauty,Safe,9,255.71,0.31,1587.96,Debit Card,2024-11-26,1.0,12.0
ORD5447,Veronica Smith,46.0,Female,Chennai,Sports,Play,9,1162.78,0.22,8162.72,UPI,2024-06-18,1.0,12.0
ORD1927,Elizabeth Gilbert,50.0,Male,Pune,Electronics,Son,6,4293.53,0.27,18805.66,UPI,2025-02-04,,13.0
ORD9288,Robert Nelson,55.0,Other,Chennai,Books,Occur,7,2673.05,0.27,13659.29,Debit Card,2024-01-29,5.0,3.0
ORD10861,Megan Jackson,52.0,Female,Mumbai,Home,Year,7,1014.24,0.37,4472.8,Debit Card,2023-01-25,4.0,8.0
ORD5170,Brittany Chan,59.0,Male,Mumbai,Beauty,Church,7,4618.52,0.27,23600.64,Debit Card,2023-09-10,2.0,12.0
ORD7627,Paula Smith,26.0,Other,Vadodara,Beauty,Republican,7,997.55,0.29,4957.82,Net Banking,2025-02-25,3.0,8.0
ORD1037,Kelly Dickson,40.0,Male,Delhi,Books,Near,7,1329.22,0.07,8653.22,UPI,2025-04-09,1.0,10.0
ORD7827,Danielle Caldwell,44.0,Other,Pune,Beauty,Kitchen,4,2192.96,0.12,7719.22,UPI,2024-09-03,5.0,8.0
ORD4689,Shane Brock,37.0,Female,Pune,Electronics,Reveal,6,1931.27,0.02,11355.87,Credit Card,2025-04-25,4.0,5.0
ORD8802,Danielle Foster,45.0,Female,Delhi,Electronics,True,8,3720.42,0.38,18453.28,UPI,2023-03-21,1.0,13.0
ORD8539,Kathy Trujillo,26.0,Female,Delhi,Books,Field,6,1359.33,0.01,8074.42,Cash,2024-06-08,3.0,2.0
ORD5598,Emily Simmons,58.0,Male,Ahmedabad,Books,Face,9,3425.11,0.25,23119.49,Credit Card,2024-09-09,4.0,9.0
ORD1940,Kyle Fleming,24.0,Male,Chennai,Books,Somebody,8,2123.26,0.21,13419.0,Cash,2025-02-07,4.0,7.0
ORD5641,Michael Hunter,62.0,Female,Ahmedabad,Home,Risk,1,4621.2,0.19,3743.17,Net Banking,2024-07-18,2.0,7.0
ORD4848,Jennifer Simpson,44.0,Other,Delhi,Clothing,Data,6,1922.58,0.35,7498.06,Credit Card,2024-12-04,2.0,6.0
ORD3362,Ryan Ryan,60.0,Other,Vadodara,Clothing,Agency,3,2695.65,0.39,4933.04,Debit Card,2025-01-04,2.0,14.0
ORD6905,Gerald Pacheco,44.0,Male,Vadodara,Clothing,Office,4,3573.91,0.19,11579.47,Cash,2025-05-26,2.0,
ORD3855,Sean Cox,29.0,Female,Pune,Books,International,7,2306.46,0.13,14046.34,Debit Card,2024-05-27,1.0,7.0
ORD4207,Elizabeth Kent,20.0,Female,Delhi,Books,Road,4,2318.5,0.1,8346.6,Credit Card,2023-12-27,4.0,2.0
ORD4094,Kyle Mcneil,18.0,Other,Chennai,Sports,Wear,2,265.98,0.15,452.17,Credit Card,2024-06-05,4.0,9.0
ORD1738,Pam Robertson,41.0,Female,Pune,Sports,When,6,1556.35,0.05,8871.19,Credit Card,2025-04-29,4.0,11.0
ORD1538,Jamie Smith,51.0,Male,Vadodara,Home,Place,2,987.74,0.32,1343.33,Credit Card,2024-02-06,3.0,10.0
ORD7037,Carla Terrell,36.0,Other,Vadodara,Electronics,Hope,2,1201.74,0.15,2042.96,Net Banking,2024-02-27,3.0,13.0
ORD9816,Tanya Irwin,64.0,Male,Pune,Home,Force,8,804.83,0.29,4571.43,Credit Card,2024-01-14,3.0,2.0
ORD2400,Robert Friedman,55.0,Other,Bangalore,Home,Visit,8,1929.97,0.4,9263.86,Cash,2023-09-17,2.0,8.0
ORD9982,John Pugh,61.0,Other,Delhi,Clothing,Whether,6,4405.46,0.3,18502.93,Credit Card,2024-01-21,3.0,10.0
ORD9817,Jessica Massey,48.0,Male,Delhi,Electronics,Pay,7,3747.06,0.04,25180.24,Debit Card,2023-06-27,2.0,7.0
ORD3678,Justin Schmitt,41.0,Other,Bangalore,Beauty,Difficult,8,1848.59,0.12,13014.07,Debit Card,2025-03-04,2.0,3.0
ORD10257,Samantha Wang,62.0,Other,Vadodara,Books,Plant,4,2796.3,0.08,10290.38,Cash,2025-04-09,1.0,12.0
ORD4487,Judy Chambers,44.0,Other,Bangalore,Sports,Theory,4,1706.02,0.12,6005.19,Cash,2025-06-09,5.0,5.0
ORD6739,Michael Pham,27.0,Female,Vadodara,Electronics,Dream,3,2467.9,0.22,5774.89,Net Banking,2025-02-22,1.0,11.0
ORD10243,Maria Perez,19.0,Other,Vadodara,Electronics,She,2,4130.27,0.31,5699.77,UPI,2025-03-26,1.0,2.0
ORD6466,Robin Sanders,20.0,Female,Vadodara,Beauty,Pressure,6,2046.88,0.3,8596.9,UPI,2023-04-26,3.0,2.0
ORD7311,Teresa Perez,43.0,Female,Chennai,Home,Blue,5,4159.7,0.2,16638.8,Cash,2024-10-13,3.0,8.0
ORD10714,Rebecca Johnson,18.0,Female,Chennai,Books,Which,3,1389.46,0.32,2834.5,Cash,2024-10-21,1.0,1.0
ORD7531,Alejandra Schultz,32.0,Male,Pune,Books,Line,8,1072.79,0.03,8324.85,Net Banking,2024-12-20,4.0,7.0
ORD5720,Jessica Martin,34.0,Other,Mumbai,Sports,Her,6,4859.68,0.08,26825.43,Debit Card,2023-11-27,1.0,5.0
ORD9752,Melissa Taylor,58.0,Female,Ahmedabad,Books,Much,8,1139.38,0.11,8112.39,Cash,2024-01-25,4.0,6.0
ORD5502,Megan Olson,,Female,Bangalore,Books,Field,3,3618.97,0.04,10422.63,Credit Card,2023-04-05,3.0,9.0
ORD5685,Terry Carlson,63.0,Male,Chennai,Books,Hospital,2,4310.54,0.14,7414.13,Credit Card,2023-09-04,4.0,4.0
ORD3232,Yolanda White,19.0,Female,Mumbai,Clothing,Professional,4,2945.55,0.28,8483.18,Cash,2024-02-06,3.0,10.0
ORD10610,Ryan Brooks,44.0,Other,Bangalore,Beauty,Local,8,4647.85,0.38,23053.34,Debit Card,2024-04-30,3.0,1.0
ORD7292,Natasha Snyder,40.0,Male,Bangalore,Beauty,Business,3,3773.54,0.14,9735.73,Credit Card,2025-03-29,5.0,9.0
ORD7392,Mrs. Breanna Phelps MD,18.0,Female,Pune,Beauty,Ago,9,1036.4,0.27,6809.15,Debit Card,2024-01-04,1.0,1.0
ORD8459,Leslie Robertson DDS,22.0,Male,Delhi,Home,Say,9,4510.16,0.36,25978.52,Cash,2023-04-28,5.0,7.0
ORD7718,Ryan Welch,50.0,Male,Ahmedabad,Electronics,Area,9,4142.37,0.13,32434.76,Cash,2023-12-09,2.0,8.0
ORD3930,David Mueller,43.0,Male,Chennai,Books,Network,6,3682.58,0.13,19223.07,Net Banking,2023-07-16,2.0,1.0
ORD6452,Stephanie Arnold,49.0,Other,Ahmedabad,Electronics,Back,7,1769.98,0.08,11398.67,UPI,2025-05-12,4.0,14.0
ORD8912,Melissa Murray,37.0,Other,Pune,Beauty,Sing,2,3573.09,0.28,5145.25,UPI,2025-03-06,,2.0
ORD6735,Natalie Brown,37.0,Male,Mumbai,Books,State,8,3558.32,0.05,27043.23,UPI,2023-11-29,1.0,6.0
ORD5800,Alyssa Gibson,21.0,Male,Pune,Electronics,Phone,3,4855.79,0.33,9760.14,Credit Card,2023-01-22,5.0,5.0
ORD2739,Monica Trujillo,24.0,Female,Mumbai,Home,Audience,6,3956.25,0.13,20651.62,Net Banking,2024-02-25,3.0,9.0
ORD4111,Tricia Harris,20.0,Other,Vadodara,Home,Top,7,4987.27,0.21,27579.6,Cash,2025-03-13,3.0,3.0
ORD5695,Amy Anderson,57.0,Female,Pune,Sports,Threat,3,1521.99,0.16,3835.41,Credit Card,2024-10-11,3.0,4.0
ORD5004,Kenneth Berry,47.0,Female,Chennai,Beauty,Ask,3,2353.8,0.29,5013.59,Net Banking,2025-02-27,2.0,10.0
ORD3252,Christina Davis,38.0,Female,Bangalore,Beauty,My,5,3219.48,0.06,15131.56,Debit Card,2025-04-10,2.0,5.0
ORD5725,Autumn Rollins,56.0,Male,Ahmedabad,Clothing,Wide,8,4221.89,0.32,22967.08,Debit Card,2023-11-15,4.0,11.0
ORD6743,Scott Wallace,57.0,Female,Pune,Clothing,Society,8,2640.41,0.04,20278.35,Credit Card,2025-01-10,5.0,1.0
ORD7162,Timothy Salazar,35.0,Other,Bangalore,Home,Doctor,1,1194.78,0.19,967.77,Cash,2024-03-02,2.0,1.0
ORD3777,Crystal Jackson,55.0,Male,Vadodara,Clothing,Politics,2,1416.03,0.03,2747.1,Debit Card,2023-10-31,1.0,6.0
ORD3751,James Wise,46.0,Male,Ahmedabad,Books,Prove,3,1750.46,0.1,4726.24,Net Banking,2024-06-23,5.0,2.0
ORD3303,Steven Griffin,34.0,Other,Ahmedabad,Beauty,Have,1,352.43,0.38,218.51,Net Banking,2023-02-11,4.0,9.0
ORD2563,Cory Price,28.0,Male,Ahmedabad,Clothing,Onto,2,2852.0,0.28,4106.88,Cash,2024-04-22,4.0,14.0
ORD3030,Amy Davis,45.0,Male,Chennai,Electronics,Politics,4,3923.66,0.32,10672.36,Cash,2023-10-29,1.0,
ORD4235,Donald Daugherty,46.0,Other,Delhi,Books,Six,3,968.6,0.31,2005.0,Cash,2023-06-17,4.0,3.0
ORD7536,Kerry Martin,47.0,Male,Chennai,Books,Instead,4,4370.74,0.13,15210.18,Credit Card,2024-07-05,1.0,7.0
ORD6770,Krystal Holt,26.0,Other,Chennai,Home,Ready,2,1282.52,0.32,1744.23,Credit Card,2024-07-31,3.0,11.0
ORD1251,Ethan Jones,26.0,Female,Bangalore,Home,Environmental,9,2930.21,0.25,19778.92,Cash,2024-07-20,3.0,10.0
ORD9416,Steven Roberts,26.0,Female,Chennai,Beauty,Available,3,3034.26,0.22,7100.17,Credit Card,2024-09-05,1.0,4.0
ORD8436,Rebecca Myers,27.0,Other,Mumbai,Sports,Page,3,1474.55,0.03,4290.94,Cash,2024-08-11,3.0,1.0
ORD5606,Danny Nelson,45.0,Male,Pune,Sports,According,2,999.85,0.29,1419.79,Cash,2025-04-29,3.0,8.0
ORD9391,Ashley Callahan,19.0,Male,Ahmedabad,Beauty,Book,1,2436.03,0.07,2265.51,Cash,2025-04-04,2.0,4.0
ORD4615,Charles Arnold,35.0,Male,Mumbai,Sports,Four,1,4136.7,0.08,3805.76,Debit Card,2024-07-23,4.0,9.0
